InicioPeriodo,FimPeriodo,codigoSegmento,Segmento,codigoModalidade,Modalidade,Posicao,InstituicaoFinanceira,cnpj8,TaxaJurosAoMes,TaxaJurosAoAno
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de cheques - Prefixado,6,BCO SOFISA S.A.,60889128,4.13,62.6
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,1,BCO VOTORANTIM S.A.,59588111,1.03,13.08
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,2,BCO MUFG BRASIL S.A.,60498557,1.08,13.77
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,3,BCO STELLANTIS S.A.,62237425,1.11,14.18
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,4,BCO CRÉDIT AGRICOLE BR S.A.,75647891,1.11,14.21
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,5,BCO J.P. MORGAN S.A.,33172537,1.12,14.32
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,6,BCO CITIBANK S.A.,33479023,1.15,14.71
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,7,BANCO BTG PACTUAL S.A.,30306294,1.15,14.72
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,8,BOFA MERRILL LYNCH BM S.A.,62073200,1.16,14.81
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,9,BANCO DIGIO,27098060,1.17,14.93
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,10,BANCO INTER,00416968,1.19,15.19
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,11,BCO SOCIETE GENERALE BRASIL,61533584,1.21,15.51
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,12,BCO DE LAGE LANDEN BRASIL S.A.,05040481,1.28,16.49
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,13,BCO MERCEDES-BENZ S.A.,60814191,1.3,16.77
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,14,BCO BNP PARIBAS BRASIL S A,01522368,1.35,17.42
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,15,BCO VOLKSWAGEN S.A,59109165,1.37,17.74
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,16,PORTOSEG S.A. CFI,04862600,1.41,18.26
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,17,PICPAY BANK - BANCO MÚLTIPLO S.A,09516419,1.43,18.62
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,18,BCO SAFRA S.A.,58160789,1.46,18.94
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,19,BCO SANTANDER (BRASIL) S.A.,90400888,1.47,19.1
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,20,BANCO ORIGINAL,92894922,1.51,19.67
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,21,BCO INDUSTRIAL DO BRASIL S.A.,31895683,1.51,19.74
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,22,BCO HSBC S.A.,53518684,1.54,20.1
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,23,AL5 S.A. SCFI,27214112,1.54,20.13
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,24,ITAÚ UNIBANCO S.A.,60701190,1.59,20.9
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,25,BCO DO BRASIL S.A.,00000000,1.61,21.12
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,26,BCO DAYCOVAL S.A,62232889,1.63,21.39
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,27,BCO RENDIMENTO S.A.,68900810,1.66,21.83
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,28,BANCO SEMEAR,00795423,1.69,22.22
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,29,BCO YAMAHA MOTOR S.A.,10371492,1.69,22.28
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,30,BCO BS2 S.A.,71027866,1.69,22.32
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,31,AGROLEND SCFI,43774196,1.82,24.22
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,32,BCO DO ESTADO DO RS S.A.,92702067,1.85,24.63
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,33,BANCO RANDON S.A.,11476673,1.86,24.72
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,34,BCO ABC BRASIL S.A.,28195667,1.96,26.21
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,35,BCO BRADESCO S.A.,60746948,1.97,26.33
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,36,BCO FIBRA S.A.,58616418,2.02,27.14
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,37,BCO DO NORDESTE DO BRASIL S.A.,07237373,2.1,28.35
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,38,OURIBANK S.A.,78632767,2.19,29.63
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,39,BCO SOFISA S.A.,60889128,2.2,29.87
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,40,BCO DO EST. DE SE S.A.,13009717,2.39,32.74
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,41,CAIXA ECONOMICA FEDERAL,00360305,2.42,33.18
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,42,OMNI BANCO S.A.,60850229,2.48,34.18
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,43,BCO TRIANGULO S.A.,17351180,2.65,36.94
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,44,GAZINCRED S.A. SCFI,11760553,2.73,38.08
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,45,BANCO MONEO S.A.,07441209,2.84,39.89
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,46,BCO BANESTES S.A.,28127603,3.36,48.64
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,47,NOVO BCO CONTINENTAL S.A. - BM,74828799,3.48,50.79
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,48,SANTINVEST S.A. - CFI,00122327,3.69,54.43
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,49,AGORACRED S/A SCFI,36321990,3.85,57.43
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,50,HS FINANCEIRA,07512441,4.31,65.99
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,51,BRB - BCO DE BRASILIA S.A.,00000208,4.45,68.7
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,52,SINOSSERRA S/A - SCFI,22639377,4.46,68.76
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,53,SCFI EFÍ S.A.,37229413,4.68,73.08
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,54,GOLCRED S/A - CFI,07631026,4.86,76.72
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,55,VIA CERTA FINANCIADORA S.A. - CFI,05192316,4.86,76.77
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Desconto de duplicatas - Prefixado,56,NU FINANCEIRA S.A. CFI,30680829,7.17,129.52
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Vendor - Prefixado,1,SINOSSERRA S/A - SCFI,22639377,0.3,3.72
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Vendor - Prefixado,2,BCO DO BRASIL S.A.,00000000,1.46,19.02
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Vendor - Prefixado,3,BCO BRADESCO S.A.,60746948,1.5,19.49
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Vendor - Prefixado,4,ITAÚ UNIBANCO S.A.,60701190,1.69,22.23
2026-08-11,2026-08-17,,PESSOA JURÍDICA,,Vendor - Prefixado,5,BCO DAYCOVAL S.A,62232889,2.76,38.69
